Common Name,Scientific Name,Image URL,Freshwater,Saltwater
Sheepshead minnow,Cyprinodon variegatus variegatus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Cyprinodon_variegatus_variegatus.jpg/120px-Cyprinodon_variegatus_variegatus.jpg,Yes,Yes
Shoal bass,Micropterus cataractae,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Shoal_Bass_%28Micropterus_Cataractae%29_Flint_River%2C_GA.png/120px-Shoal_Bass_%28Micropterus_Cataractae%29_Flint_River%2C_GA.png,Yes,No
Shortfin mako shark,Isurus oxyrinchus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Isurus_oxyrinchus_by_mark_conlin2.JPG/120px-Isurus_oxyrinchus_by_mark_conlin2.JPG,No,Yes
Shortnose gar,Lepisosteus platostomus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Lepisosteus_platostomus_drawing.jpg/120px-Lepisosteus_platostomus_drawing.jpg,Yes,No
Shy hamlet,Hypoplectrus guttavarius,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Shy_Hamlet.jpg/120px-Shy_Hamlet.jpg,No,Yes
Siamese fighting fish,Betta splendens,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/HM_Orange_M_Sarawut.jpg/120px-HM_Orange_M_Sarawut.jpg,Yes,No
Silk snapper,Lutjanus vivanus,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Lutjanus_vivanus_-_pone.0010676.g085.png/120px-Lutjanus_vivanus_-_pone.0010676.g085.png,No,Yes
Silky shark,Carcharhinus falciformis,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Carcharhinus_falciformis_off_Cuba.jpg/120px-Carcharhinus_falciformis_off_Cuba.jpg,No,Yes
Silver arowana,Osteoglossum bicirrhosum,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Osteoglossum_bicirrhosum.JPG/120px-Osteoglossum_bicirrhosum.JPG,Yes,No
Silver carp,Hypophthalmichthys molitrix,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Hypophthalmichthys_molitrix_Hungary.jpg/120px-Hypophthalmichthys_molitrix_Hungary.jpg,Yes,No
Silver mullet,Mugil curema,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/White_mullet_%28Mugil_curema%29.jpg/120px-White_mullet_%28Mugil_curema%29.jpg,No,Yes
Skipjack shad,Alosa chrysochloris,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Skipjack_herring_fish_alosa_chrysochloris.jpg/120px-Skipjack_herring_fish_alosa_chrysochloris.jpg,Yes,Yes
Skipjack tuna,Katsuwonus pelamis,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Katsuwonus_pelamis.png/120px-Katsuwonus_pelamis.png,No,Yes
Slender seahorse,Hippocampus reidi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Hippocampus_reidi%2C_pareja.jpg/120px-Hippocampus_reidi%2C_pareja.jpg,No,Yes
Slippery dick,Halichoeres bivittatus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Slippery_Dick_Wrasse_-_Halichoeres_bivittatus.jpg/120px-Slippery_Dick_Wrasse_-_Halichoeres_bivittatus.jpg,No,Yes
Small-scaled pacu,Piaractus mesopotamicus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Piaractus_mesopotamicus_-_Flickr_-_Dick_Culbert.jpg/120px-Piaractus_mesopotamicus_-_Flickr_-_Dick_Culbert.jpg,Yes,No
Smalltail shark,Carcharhinus porosus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Smalltail_shark_nmfs.jpg/120px-Smalltail_shark_nmfs.jpg,No,Yes
Smalltooth sawfish,Pristis pristis,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Pristis_pristis_-_Georgia_Aquarium_Jan_2006.jpg/120px-Pristis_pristis_-_Georgia_Aquarium_Jan_2006.jpg,No,Yes
Smooth butterfly ray,Gymnura micrura,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Gymnura_micrura_.jpg/120px-Gymnura_micrura_.jpg,No,Yes
Smooth dogfish,Mustelus canis,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Mustelus_canis_noaa.jpg/120px-Mustelus_canis_noaa.jpg,No,Yes
Smooth hammerhead,Sphyrna zygaena,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Sphyrna_zygaena_noaa.jpg/120px-Sphyrna_zygaena_noaa.jpg,No,Yes
Smooth puffer,Lagocephalus laevigatus,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/FMIB_38090_Lagocephalus_laevigatus_%28Linnaeus%29_Smooth_Puffer%3B_%27Tamboril%27%3B_%27Conejo%27.jpeg/120px-FMIB_38090_Lagocephalus_laevigatus_%28Linnaeus%29_Smooth_Puffer%3B_%27Tamboril%27%3B_%27Conejo%27.jpeg,No,Yes
Smooth trunkfish,Lactophrys triqueter,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Lactophrys_triqueter.jpg/120px-Lactophrys_triqueter.jpg,No,Yes
Snook,Centropomus undecimalis,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Centropomus_undecimalis1.jpg/120px-Centropomus_undecimalis1.jpg,No,Yes
Snowy grouper,Hyporthodus niveatus,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Snowy_grouper_%28Epinephelus_niveatus%29.jpg/120px-Snowy_grouper_%28Epinephelus_niveatus%29.jpg,No,Yes
Southern kingfish,Menticirrhus americanus,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Menticirrhus_americanus.jpg/120px-Menticirrhus_americanus.jpg,No,Yes
Southern platyfish,Xiphophorus maculatus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Rainbow_wag_platy.jpg/120px-Rainbow_wag_platy.jpg,Yes,No
Southern puffer,Sphoeroides nephelus,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Sphoeroides_nephelus_%28southern_pufferfish%29_%28Tampa_Bay%2C_Florida%2C_USA%29_2.jpg/120px-Sphoeroides_nephelus_%28southern_pufferfish%29_%28Tampa_Bay%2C_Florida%2C_USA%29_2.jpg,No,Yes
Southern stingray,Hypanus americanus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Dasyatis_americana_SI.jpg/120px-Dasyatis_americana_SI.jpg,Yes,Yes
Spanish hogfish,Bodianus rufus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Bodianus_rufus%2C_Adult_%28Spanish_Hogfish%29.jpg/120px-Bodianus_rufus%2C_Adult_%28Spanish_Hogfish%29.jpg,No,Yes
Speckled hind,Epinephelus (or Hyporthodus) drummondhayi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Epinephelus_drummondhayi.jpg/120px-Epinephelus_drummondhayi.jpg,No,Yes
Speckled peacock bass,Cichla temensis,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Cichla_temensis.jpg/120px-Cichla_temensis.jpg,Yes,No
Speckled seatrout,Cynoscion nebulosus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Spotted_seatrout_fish_cynoscion_nebulosus.jpg/120px-Spotted_seatrout_fish_cynoscion_nebulosus.jpg,No,Yes
Spinner shark,Carcharhinus brevipinna,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Carcharhinus_brevipinna_JNC3080_Body.JPG/120px-Carcharhinus_brevipinna_JNC3080_Body.JPG,No,Yes
Splendid toadfish,Sanopus splendidus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Splendidtoadfish_laban.jpg/120px-Splendidtoadfish_laban.jpg,No,Yes
Spot,Leiostomus xanthurus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Spot_%28_Leiostomus_xanthurus_%29.jpg/120px-Spot_%28_Leiostomus_xanthurus_%29.jpg,No,Yes
Spottail pinfish,Diplodus holbrookii,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Spottail_Pinfish_fishing.jpg/120px-Spottail_Pinfish_fishing.jpg,No,Yes
Spotted bass,Micropterus punctulatus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Micropterus_punctulatus.jpg/120px-Micropterus_punctulatus.jpg,Yes,No
Spotted drum,Equetus punctatus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Spotted-drum.png/120px-Spotted-drum.png,No,Yes
Spotted eagle ray,Aetobatus narinari,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Spotted_Eagle_Ray_%28Aetobatus_narinari%292.jpg/120px-Spotted_Eagle_Ray_%28Aetobatus_narinari%292.jpg,No,Yes
Spotted gar,Lepisopsteus oculatus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Lepisosteus_oculatus1.jpg/120px-Lepisosteus_oculatus1.jpg,Yes,No
Spotted goatfish,Pseudupeneus maculatus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Pseudupeneus_maculatus_-_pone.0010676.g098.png/120px-Pseudupeneus_maculatus_-_pone.0010676.g098.png,No,Yes
Spotted moray,Gymnothorax moringa,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Spotted_moray.jpg/120px-Spotted_moray.jpg,No,Yes
California scorpionfish,Scorpaena guttata,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Scorpaena_guttata.jpg/120px-Scorpaena_guttata.jpg,No,Yes
Spotted scorpionfish,Scorpaena plumieri,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Scorpaena_plumieri_in_Madagascar_Reef.jpg/120px-Scorpaena_plumieri_in_Madagascar_Reef.jpg,No,Yes
Spotted Severum,Heros notatus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Heros_notatus01.jpg/120px-Heros_notatus01.jpg,Yes,No
Spotted sucker,Minytrema melanops,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/FMIB_51348_Spotted_Sucker_Minytrema_melanops.jpeg/120px-FMIB_51348_Spotted_Sucker_Minytrema_melanops.jpeg,Yes,No
Spotted sunfish,Lepomis punctatus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/FMIB_51023_Chinquapin_Perch.jpeg/120px-FMIB_51023_Chinquapin_Perch.jpeg,Yes,No
Spotted tilapia,Pelmatolapia mariae,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Tilapia123.JPG/120px-Tilapia123.JPG,Yes,Yes
Spotted trunkfish,Lactophrys bicaudalis,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Spotted_Trunkfish.jpg/120px-Spotted_Trunkfish.jpg,No,Yes
Stoplight parrotfish,Sparisoma viride,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Stoplight-parrotfish.jpg/120px-Stoplight-parrotfish.jpg,No,Yes
Striped bass,Morone saxatilis,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Morone_saxatilis_SI2.jpg/120px-Morone_saxatilis_SI2.jpg,Yes,Yes
Striped burrfish,Chilomycterus antillarum,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Chilomycterus_antillarum_-_pone.0010676.g199.png/120px-Chilomycterus_antillarum_-_pone.0010676.g199.png,No,Yes
Striped mullet,Mugil cephalus,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Mucep_u0.gif/120px-Mucep_u0.gif,No,Yes
Striped parrotfish,Scarus iseri,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Striped_parrotfish_Scarus_iserti_%284657126126%29.jpg/120px-Striped_parrotfish_Scarus_iserti_%284657126126%29.jpg,No,Yes
Stonefish,Ogcocephalus corniger,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Ogcocephalus_corniger_SI.jpg/120px-Ogcocephalus_corniger_SI.jpg,No,Yes
Suckermouth catfish,Hypostomus plecostomus,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Hypostomus_plecostomus_-_Rapha%C3%ABl_Covain.png/120px-Hypostomus_plecostomus_-_Rapha%C3%ABl_Covain.png,Yes,No
Summer flounder,Paralichthys dentatus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Summer_flounder_photo4.jpg/120px-Summer_flounder_photo4.jpg,No,Yes
Suwannee bass,Micropterus notius,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Micropterus_notius.jpg/120px-Micropterus_notius.jpg,Yes,No
Swamp darter,Etheostoma fusiforme,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Etheostoma_fusiforme.jpg/120px-Etheostoma_fusiforme.jpg,Yes,Yes
Swordfish,Xiphias gladius,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Xiphias_gladius2.jpg/120px-Xiphias_gladius2.jpg,No,Yes
Tadpole madtom,Noturus gyrinus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Tadpole_madtom.jpg/120px-Tadpole_madtom.jpg,Yes,No
Taillight shiner,Notropis maculatus,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Notropis_maculatus.jpg/120px-Notropis_maculatus.jpg,Yes,No
Tambaqui,Colossoma macropomum,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Schwarzer_Pacu_Colossoma_macropomum_Tierpark_Hellabrunn-1.jpg/120px-Schwarzer_Pacu_Colossoma_macropomum_Tierpark_Hellabrunn-1.jpg,Yes,No
Threadfin shad,Dorosoma petenense,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Dorosoma_petenense.jpeg/120px-Dorosoma_petenense.jpeg,Yes,No
Tiger grouper,Mycteroperca tigris,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Tiger_grouper.JPG/120px-Tiger_grouper.JPG,No,Yes
Tiger shark,Galeocerdo cuvier,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Tiger_shark.jpg/120px-Tiger_shark.jpg,No,Yes
Tiger sorubim,Pseudoplatystoma tigrinum,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pseudoplatystoma_tigrinum.jpg/120px-Pseudoplatystoma_tigrinum.jpg,Yes,No
Tobaccofish,Serranus tabacarius,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Reef1611_%289730764897%29.jpg/120px-Reef1611_%289730764897%29.jpg,No,Yes
Tomtate grunt,Haemulon aurolineatum,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Haemulon_aurolineatum.jpg/120px-Haemulon_aurolineatum.jpg,No,Yes
Trimac cichlid,Amphilophus trimaculatum or Cichlasoma trimaculatum,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Cichlidae_fish_2008_G1.jpg/120px-Cichlidae_fish_2008_G1.jpg,Yes,No
Tropical gar,Atractosteus tropicus,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Atractosteus_tropicus_SI2.jpg/120px-Atractosteus_tropicus_SI2.jpg,Yes,No
Tucanare peacock bass,Cichla monoculus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/ButterflyPeacockBass_01.jpg/120px-ButterflyPeacockBass_01.jpg,Yes,No
Variatus platy,Xiphophorus variatus,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Xipho_variatus_maschio.jpg/120px-Xipho_variatus_maschio.jpg,Yes,No
Vermilion snapper,Rhomboplites aurorubens,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Vermilion_snapper.jpg/120px-Vermilion_snapper.jpg,No,Yes
Wahoo,Acanthocybium solandri,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Acanthocybium_solandri.png/120px-Acanthocybium_solandri.png,No,Yes
Walking catfish,Clarias batrachus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Clarias_batrachus.jpg/120px-Clarias_batrachus.jpg,Yes,No
Wami tilapia,Oreochromis urolepis hornorum,,Yes,No
Warmouth,Lepomis gulosus,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Chaenobryttus_gulosus.jpg/120px-Chaenobryttus_gulosus.jpg,Yes,No
Weakfish,Cynoscion regalis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Cynoscion_regalis_%28line_art%29.jpg/120px-Cynoscion_regalis_%28line_art%29.jpg,No,Yes
Wels catfish,Silurus glanis,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Silurus_glanis_02.jpg/120px-Silurus_glanis_02.jpg,Yes,No
Whale shark,Rhincodon typus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Whale_shark_Georgia_aquarium.jpg/120px-Whale_shark_Georgia_aquarium.jpg,No,Yes
White bass,Morone chrysops,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/White_Bass.jpg/120px-White_Bass.jpg,Yes,No
White catfish,Ictalurus catus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/White_catfish.jpeg/120px-White_catfish.jpeg,Yes,No
White crappie,Pomoxis annularis,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/White_Crappie.jpg/120px-White_Crappie.jpg,Yes,No
White grunt,Haemulon plumierii,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/White_Grunt_%285658507044%29.jpg/120px-White_Grunt_%285658507044%29.jpg,No,Yes
White marlin,Kajikia albida,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/White_Marlin_in_North_Carolina_1394318584.jpg/120px-White_Marlin_in_North_Carolina_1394318584.jpg,No,Yes
White perch,Morone americana,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/FMIB_43157_White_Perch_%28Roccus_americanus%29.jpeg/120px-FMIB_43157_White_Perch_%28Roccus_americanus%29.jpeg,Yes,No
Whitespot moray,Muraena pavonina,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Muraena_pavonina_SI.jpg/120px-Muraena_pavonina_SI.jpg,No,Yes
Whitespotted surgeonfish,Acanthurus guttatus,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Acanthurus_guttatus_SI2.jpg/120px-Acanthurus_guttatus_SI2.jpg,No,Yes
Windowpane flounder,Scophthalmus aquosus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Turbot-de-sable-devant.jpg/120px-Turbot-de-sable-devant.jpg,No,Yes
Wolf cichlid,Parachromis dovii,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Parachromis_dovii_guapote.JPG/120px-Parachromis_dovii_guapote.JPG,Yes,No
Yellow bullhead,Ameiurus natalis,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Ameiurus_natalis.jpg/120px-Ameiurus_natalis.jpg,Yes,No
Yellow goatfish,Mulloidichthys martinicus,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/AkaHJ.jpg/120px-AkaHJ.jpg,No,Yes
Yellow jack,Carangoides bartholomaei,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Yellow_jack%2C_florida.jpg/120px-Yellow_jack%2C_florida.jpg,No,Yes
Yellow perch,Perca flavescens,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/YellowPerch.jpg/120px-YellowPerch.jpg,Yes,No
Yellow stingray,Urobatis jamaicensis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Yellow_Stingray%2C_Belize%2C_2007-09.jpg/120px-Yellow_Stingray%2C_Belize%2C_2007-09.jpg,No,Yes
Yellow tang,Zebrasoma flavescens,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Zebrasoma_flavescens_Luc_Viatour.jpg/120px-Zebrasoma_flavescens_Luc_Viatour.jpg,No,Yes
Yellowedge grouper,Hyporthodus flavolimbatus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Epinephelus_flavolimbatus.jpg/120px-Epinephelus_flavolimbatus.jpg,No,Yes
Yellowfin goby,Acanthogobius flavimanus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Acanthogobius_flavimanus.jpeg/120px-Acanthogobius_flavimanus.jpeg,No,Yes
Yellowfin grouper,Mycteroperca venenosa,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Mycteroperca_venenosa.jpg/120px-Mycteroperca_venenosa.jpg,No,Yes
Yellowfin mojarra,Gerres cinereus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Yellowfin_mojarra_Gerres_cinereus_%284657649975%29.jpg/120px-Yellowfin_mojarra_Gerres_cinereus_%284657649975%29.jpg,No,Yes
Yellowfin tuna,Thunnus albacares,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Thunnus_albacares.png/120px-Thunnus_albacares.png,No,Yes
Yellowhead wrasse,Halichoeres garnoti,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Reef1538_-_Flickr_-_NOAA_Photo_Library.jpg/120px-Reef1538_-_Flickr_-_NOAA_Photo_Library.jpg,No,Yes
Yellowmouth grouper,Mycteroperca interstitialis,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Mycteroperca_interstitialis_-_pone.0010676.g054.png/120px-Mycteroperca_interstitialis_-_pone.0010676.g054.png,No,Yes
Yellowtail damselfish,Microspathodon chrysurus,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Microspathodon_chrysurus.jpg/120px-Microspathodon_chrysurus.jpg,No,Yes
Yellowtail parrotfish,Sparisoma rubripinne,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Yellowtail_parrotfish_Sparisoma_rubripinne_%282443201744%29.jpg/120px-Yellowtail_parrotfish_Sparisoma_rubripinne_%282443201744%29.jpg,No,Yes
Yellowtail snapper,Ocyurus chrysurus,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Yellowtail_snapper_seen_from_Underwater_Tunnel_Atlantis.jpg/120px-Yellowtail_snapper_seen_from_Underwater_Tunnel_Atlantis.jpg,No,Yes
Zebra tilapia,Heterotilapia buttikoferi,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Cichlidae_-_Heterotilapia_buttikoferi.JPG/120px-Cichlidae_-_Heterotilapia_buttikoferi.JPG,Yes,No
Goldspotted Killifish,Floridichthys carpio,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Floridichthys_carpio.jpg/120px-Floridichthys_carpio.jpg,No,Yes